Year,NOC,Comes_from_City,Avg_Age,Avg_Height,Avg_Weight,Total_Medal_Score,Number_of_Athelete,Sport_type_Both,Sport_type_Individual,Sport_type_Team,Sex_F,Sex_M
1956,BRA,0,24.0,181.35294117647058,74.11764705882354,4,17,0,10,7,0,17
1956,BUL,0,24.632653061224488,172.89795918367346,72.44897959183673,8,49,24,11,14,10,39
1956,CAN,0,21.88888888888889,174.53968253968253,70.69047619047619,43,63,5,39,19,18,45
1956,CHI,0,25.266666666666666,171.6,72.66666666666667,3,15,0,14,1,1,14
1956,COL,0,26.071428571428573,171.42857142857142,66.07142857142857,0,14,0,14,0,0,14
1956,CUB,0,26.25,176.5,73.25,0,4,0,4,0,1,3
1956,DEN,0,28.4375,179.625,75.375,8,16,0,15,1,1,15
1956,ESP,0,34.333333333333336,177.66666666666666,72.33333333333333,0,6,0,4,2,0,6
1956,ETH,0,22.2,168.8,60.9,0,10,0,10,0,0,10
1956,FIJ,0,24.0,192.0,88.0,0,1,0,1,0,0,1
1956,FIN,0,26.2760736196319,174.22085889570553,70.02453987730061,68,163,40,121,2,7,156
1956,FRA,0,25.168141592920353,174.64601769911505,71.26991150442478,27,113,14,84,15,22,91
1956,GBR,0,25.4031007751938,174.7674418604651,68.36434108527132,43,129,7,114,8,30,99
1956,GER,0,24.34426229508197,175.55737704918033,72.18852459016394,52,122,0,99,23,32,90
1956,GRE,0,24.5,180.5,76.0,1,6,0,6,0,0,6
1956,HKG,0,24.0,179.0,68.0,0,2,0,0,2,0,2
1956,HUN,0,27.633802816901408,174.73239436619718,71.61971830985915,83,71,7,53,11,13,58
1956,INA,0,20.0,162.0,57.0,0,1,0,1,0,0,1
1956,IND,0,23.46153846153846,174.30769230769232,65.84615384615384,20,13,0,2,11,0,13
1956,IRI,0,24.5,170.5,71.0,10,4,0,4,0,0,4
1956,IRL,0,29.384615384615383,174.3846153846154,68.53846153846153,4,13,0,13,0,2,11
1956,ISL,0,22.6,171.2,68.2,2,5,0,5,0,3,2
1956,ISR,0,25.0,173.0,74.0,0,1,0,1,0,0,1
1956,ITA,14,23.577319587628867,172.24742268041237,70.37113402061856,53,97,21,62,14,33,64
1956,JAM,0,21.75,178.0,69.33333333333333,0,12,0,12,0,0,12
1956,JPN,0,23.72972972972973,163.2882882882883,59.549549549549546,26,111,38,52,21,25,86
1956,KEN,0,24.4,169.4,65.9,0,10,0,4,6,0,10
1956,KOR,0,23.285714285714285,167.42857142857142,60.285714285714285,2,7,0,6,1,0,7
1956,LBR,0,18.0,175.0,64.0,0,3,0,3,0,0,3
1956,LUX,0,28.166666666666668,174.11111111111111,69.27777777777777,0,18,7,11,0,0,18
1956,MAL,0,19.0,162.0,64.0,0,1,0,0,1,0,1
1956,MEX,0,26.384615384615383,170.6153846153846,68.53846153846153,0,13,0,11,2,2,11
1956,MYA,0,27.142857142857142,166.28571428571428,63.285714285714285,0,7,0,7,0,0,7
1956,NED,0,14.0,164.5,53.5,0,2,0,2,0,2,0
1956,NGR,0,23.0,185.0,77.0,0,2,0,2,0,0,2
1956,NOR,0,30.09090909090909,179.04545454545453,74.86363636363636,8,22,0,22,0,0,22
1956,NZL,0,23.083333333333332,175.66666666666666,69.0,8,12,0,9,3,3,9
1956,PAK,0,26.428571428571427,175.92857142857142,74.78571428571429,20,28,0,18,10,0,28
1956,PER,0,30.0,170.33333333333334,75.83333333333333,0,6,0,6,0,0,6
1956,PHI,0,31.77777777777778,173.11111111111111,65.44444444444444,0,9,0,5,4,0,9
1956,POL,0,23.993630573248407,168.5796178343949,66.18152866242038,32,157,42,94,21,66,91
1956,POR,0,33.625,172.5,73.5,0,8,0,8,0,0,8
1956,PUR,0,22.8,176.9,65.4,0,10,0,10,0,0,10
1956,ROU,0,22.912280701754387,164.49122807017545,63.07017543859649,27,57,28,25,4,32,25
1956,RSA,0,23.3125,179.8125,77.375,2,16,0,16,0,0,16
1956,SGP,0,39.5,165.5,76.25,0,2,0,2,0,0,2
1956,SUI,0,35.22222222222222,177.88888888888889,75.77777777777777,6,9,0,6,3,0,9
1956,SWE,2,27.876712328767123,176.95890410958904,72.31506849315069,36,73,14,50,9,7,66
1956,TCH,0,25.028169014084508,171.18309859154928,69.40845070422536,9,71,30,33,8,20,51
1956,THA,0,24.857142857142858,167.57142857142858,62.142857142857146,0,7,0,7,0,0,7
1956,TPE,0,21.333333333333332,171.33333333333334,68.83333333333333,0,6,0,6,0,0,6
1956,TTO,0,21.0,171.0,66.0,0,2,0,2,0,0,2
1956,TUR,0,26.642857142857142,174.71428571428572,73.0,12,14,0,14,0,0,14
1956,URS,0,24.537815126050422,172.82773109243698,71.07563025210084,262,238,59,149,30,64,174
1956,URU,0,22.58823529411765,175.76470588235293,76.88235294117646,6,17,0,11,6,0,17
1956,USA,0,24.694143167028198,176.69848156182212,72.85140997830803,381,461,90,266,105,98,363
1956,VEN,0,27.0,171.91666666666666,71.58333333333333,0,12,0,12,0,0,12
1956,YUG,0,24.58823529411765,178.35294117647058,80.0,12,17,0,12,5,3,14
1960,AFG,0,23.3125,170.6875,69.4375,0,16,0,16,0,0,16
1960,AHO,0,26.2,170.2,83.9,0,5,0,5,0,0,5
1960,ARG,0,28.21551724137931,175.43103448275863,73.69827586206897,7,116,7,85,24,1,115
1960,AUS,0,24.27797833935018,174.96750902527077,69.94404332129965,93,277,24,188,65,58,219
1960,AUT,0,24.617021276595743,171.47517730496455,68.48226950354609,8,141,38,94,9,45,96
1960,BAH,0,32.0,177.42857142857142,80.85714285714286,0,14,0,14,0,0,14
1960,BEL,0,26.313333333333333,173.24,69.60333333333334,6,150,29,94,27,20,130
1960,BER,0,40.857142857142854,174.0,78.28571428571429,0,7,0,7,0,0,7
1960,BRA,0,24.59090909090909,178.95454545454547,75.68181818181819,8,22,0,13,9,1,21
1960,BUL,0,25.475675675675674,171.35675675675677,67.86216216216216,13,185,84,75,26,43,142
1960,CAN,0,23.571428571428573,174.23809523809524,69.79464285714286,48,168,17,120,31,49,119
1960,CHI,0,23.57894736842105,171.57894736842104,67.73684210526316,0,19,0,19,0,1,18
1960,COL,0,27.0,169.95454545454547,65.63636363636364,0,22,0,22,0,0,22
1960,CUB,0,20.0,164.1,56.8,0,20,10,8,2,11,9
1960,DEN,0,25.36111111111111,175.7962962962963,70.57407407407408,46,108,0,81,27,11,97
1960,ESP,0,26.127388535031848,174.93630573248407,72.03821656050955,14,157,0,121,36,5,152
1960,ETH,0,26.8,172.66666666666666,63.6,4,15,0,15,0,0,15
1960,FIJ,0,24.666666666666668,188.0,81.33333333333333,0,3,0,3,0,0,3
1960,FIN,0,25.606382978723403,173.56737588652481,68.27304964539007,41,282,84,170,28,54,228
1960,FRA,0,25.60052219321149,172.38903394255874,68.55483028720627,19,383,84,209,90,77,306
1960,GBR,0,25.485714285714284,173.6909090909091,68.50909090909092,45,385,84,242,59,98,287
1960,GER,0,24.133333333333333,174.39583333333334,70.07708333333333,247,480,84,325,71,118,362
1960,GHA,0,21.857142857142858,175.35714285714286,65.85714285714286,2,14,0,14,0,0,14
1960,GRE,0,25.5,176.34,72.46,12,50,0,50,0,0,50
1960,GUY,0,22.0,173.8,67.2,0,5,0,5,0,1,4
1960,HKG,0,37.25,178.25,71.0,0,4,0,3,1,0,4
1960,HUN,0,24.819935691318328,173.23472668810288,69.37781350482315,119,311,84,151,76,70,241
1960,INA,0,27.181818181818183,168.3181818181818,64.54545454545455,0,22,0,22,0,2,20
1960,IND,0,26.833333333333332,173.89583333333334,65.97916666666667,26,48,0,23,25,0,48
1960,IRI,0,26.916666666666668,171.20833333333334,67.54166666666667,5,24,0,24,0,0,24
1960,IRL,0,28.22222222222222,173.9206349206349,68.26984126984127,0,63,0,63,0,3,60
1960,IRQ,0,22.0,171.5,71.3125,0,8,0,8,0,0,8
1960,ISL,0,23.615384615384617,181.92307692307693,74.53846153846153,0,13,0,12,1,0,13
1960,ISR,0,21.29268292682927,167.4390243902439,63.24390243902439,0,41,15,17,9,19,22
1960,ITA,370,23.705,172.495,69.51,191,400,68,235,97,79,321
1960,JPN,0,23.51002865329513,165.22922636103152,61.72492836676218,68,349,84,180,85,73,276
1960,KEN,0,26.40740740740741,170.55555555555554,65.70370370370371,0,27,0,11,16,0,27
1960,KOR,0,23.775510204081634,167.79591836734693,62.55102040816327,0,49,12,37,0,6,43
1960,LBR,0,22.333333333333332,174.0,65.33333333333333,0,3,0,3,0,0,3
1960,LIB,0,29.166666666666668,172.95833333333334,73.25,0,24,0,24,0,0,24
1960,LIE,0,29.375,174.0,82.5,0,8,0,8,0,0,8
1960,LUX,0,26.581196581196583,172.7948717948718,69.64957264957265,0,117,58,55,4,13,104
1960,MAL,0,22.454545454545453,167.72727272727272,61.86363636363637,0,11,0,8,3,0,11
1960,MAR,0,30.048780487804876,172.29268292682926,66.73170731707317,2,41,0,41,0,0,41
1960,MEX,0,24.472727272727273,172.56363636363636,68.50909090909092,1,110,7,65,38,13,97
1960,MLT,0,26.53846153846154,168.92307692307693,71.07692307692308,0,13,0,11,2,0,13
1960,MON,0,32.0,172.46153846153845,72.6923076923077,0,13,0,13,0,0,13
1960,MYA,0,28.0,165.44444444444446,61.77777777777778,0,9,0,8,1,0,9
1960,NED,0,22.96969696969697,174.63030303030303,69.7030303030303,7,165,36,75,54,71,94
1960,NGR,0,23.666666666666668,176.2,67.73333333333333,0,15,0,15,0,0,15
1960,NOR,0,27.548387096774192,178.25806451612902,74.35483870967742,16,62,7,55,0,1,61
1960,NZL,0,24.692307692307693,177.7948717948718,73.35897435897436,9,39,0,31,8,6,33
1960,PAK,0,27.20754716981132,174.22641509433961,71.45283018867924,53,53,0,40,13,0,53
1960,PAN,0,23.0,160.25,53.0,0,8,0,8,0,6,2
1960,PER,0,26.727272727272727,172.6060606060606,73.51515151515152,0,33,0,14,19,0,33
1960,PHI,0,25.4375,171.5,64.66666666666667,0,48,0,23,25,5,43
1960,POL,0,25.17910447761194,171.6358208955224,68.3,56,335,84,204,47,84,251
1960,POR,0,27.477064220183486,171.23853211009174,70.20183486238533,4,109,22,77,10,17,92
1960,PUR,0,25.06896551724138,180.0,74.75862068965517,0,29,0,16,13,1,28
1960,RHO,0,25.5,169.33333333333334,65.41666666666667,0,12,0,12,0,1,11
1960,ROU,0,24.576923076923077,168.89102564102564,67.11538461538461,25,156,36,111,9,49,107
1960,RSA,0,26.2,178.25714285714287,75.0,4,70,5,50,15,6,64
1960,SGP,0,39.0,175.4,83.3,2,5,0,5,0,0,5
1960,SMR,0,22.923076923076923,175.15384615384616,71.53846153846153,0,13,0,13,0,0,13
1960,SRI,0,22.4,171.8,58.4,0,5,0,4,1,0,5
1960,SUD,0,22.428571428571427,177.28571428571428,65.14285714285714,0,7,0,7,0,0,7
1960,SUI,0,28.15,174.22727272727272,71.2,18,220,48,142,30,2,218
1960,SWE,0,25.562962962962963,174.26296296296297,67.8037037037037,25,270,84,149,37,66,204
1960,TCH,0,25.52073732718894,171.94930875576037,70.28110599078342,43,217,84,106,27,49,168
1960,THA,0,27.666666666666668,168.25,64.5,0,24,0,24,0,0,24
1960,TPE,0,25.93548387096774,170.06451612903226,63.87096774193548,2,31,0,17,14,4,27
1960,TUN,0,24.839285714285715,170.75,66.76785714285714,0,56,0,43,13,0,56
1960,TUR,0,27.53846153846154,173.89743589743588,70.7948717948718,24,39,0,33,6,4,35
1960,UAR,0,20.0,186.0,71.0,0,1,0,1,0,0,1
1960,UGA,0,22.125,176.75,68.5,0,16,0,16,0,0,16
1960,URS,0,25.55,173.0304347826087,71.3,464,460,84,307,69,119,341
1960,URU,0,25.357142857142858,176.54761904761904,76.54761904761905,0,42,0,30,12,0,42
1960,USA,46,23.736286919831223,177.3945147679325,72.03902953586498,458,474,84,301,89,113,361
1960,VEN,0,26.433962264150942,170.54716981132074,66.49056603773585,1,53,0,51,2,9,44
1960,VNM,0,23.4,166.2,57.8,0,5,0,3,2,0,5
1960,WIF,0,26.2,178.0,72.15,5,20,0,20,0,0,20
1960,YUG,0,24.36413043478261,175.06521739130434,72.8913043478261,66,184,63,67,54,22,162
1960,ZIM,0,14.8,155.0,58.5,0,10,0,0,10,10,0
1964,AFG,0,24.0,161.0,57.5,0,2,0,2,0,0,2
1964,AHO,0,28.5,171.25,69.375,0,4,0,4,0,0,4
1964,ALG,0,26.0,175.0,65.0,0,7,7,0,0,0,7
1964,ARG,0,27.700680272108844,175.3673469387755,73.91836734693878,2,147,7,112,28,11,136
1964,AUS,0,25.22063037249284,174.50143266475644,70.22349570200574,64,349,78,216,55,71,278
1964,AUT,65,24.64625850340136,175.75510204081633,74.54761904761905,27,147,5,118,24,27,120
1964,BAH,0,32.666666666666664,176.41666666666666,77.58333333333333,8,12,0,12,0,0,12
1964,BEL,0,25.0,176.44736842105263,73.38157894736842,9,76,5,40,31,5,71
1964,BER,0,25.5,177.0,73.0,0,4,0,4,0,0,4
1964,BOL,0,34.0,184.0,85.0,0,1,0,1,0,0,1
1964,BRA,0,24.161290322580644,184.58064516129033,81.29032258064517,12,31,10,4,17,1,30
1964,BUL,0,26.422764227642276,172.04065040650406,68.97967479674797,22,123,70,53,0,25,98
1964,CAM,0,23.375,165.0,56.375,0,8,0,8,0,0,8
1964,CAN,0,23.713692946058092,174.52697095435684,71.20331950207469,16,241,26,133,82,70,171
1964,CGO,0,21.0,176.5,69.5,0,2,0,2,0,0,2
1964,CHA,0,21.5,182.0,67.5,0,2,0,2,0,0,2
1964,CHI,0,25.48148148148148,175.22222222222223,70.14814814814815,0,27,0,27,0,0,27
1964,CIV,0,24.875,180.375,76.875,0,8,0,8,0,0,8
1964,CMR,0,22.0,175.0,71.0,0,2,0,2,0,0,2
1964,COL,0,27.875,171.975,66.875,0,40,0,38,2,0,40
1964,CRC,0,43.0,163.0,78.0,0,1,0,1,0,0,1
1964,CUB,0,21.69736842105263,170.6184210526316,65.36842105263158,2,76,48,28,0,3,73
1964,DEN,0,24.276315789473685,177.22368421052633,72.32894736842105,34,76,0,72,4,10,66
1964,DOM,0,30.0,173.0,67.0,0,1,0,1,0,0,1
1964,EGY,0,20.2,178.8,77.2,0,5,0,2,3,0,5
1964,ESP,0,23.67105263157895,172.44736842105263,68.59210526315789,0,76,0,42,34,5,71
1964,ETH,0,24.63157894736842,170.8421052631579,60.526315789473685,4,19,0,19,0,0,19
1964,FIN,0,25.70995670995671,175.1904761904762,70.36580086580086,45,231,58,135,38,32,199
1964,FRA,0,24.552419354838708,174.0201612903226,69.01411290322581,65,248,36,195,17,56,192
1964,GBR,0,24.74715909090909,174.78125,70.23579545454545,67,352,24,252,76,87,265
1964,GER,0,24.760064412238325,174.25925925925927,70.70692431561997,249,621,84,409,128,156,465
1964,GHA,0,24.63888888888889,174.19444444444446,66.25,1,36,0,22,14,4,32
1964,GRE,0,27.08695652173913,174.65217391304347,75.08695652173913,0,23,0,23,0,0,23
1964,HKG,0,27.92,172.68,66.28,0,50,0,28,22,1,49
1964,HUN,0,24.364406779661017,173.6581920903955,70.44491525423729,189,354,95,168,91,90,264
1964,IND,0,26.19607843137255,169.90196078431373,66.76470588235294,60,51,0,36,15,1,50
1964,IRI,0,26.50980392156863,169.44117647058823,65.17647058823529,2,102,12,73,17,10,92
1964,IRL,0,28.457142857142856,176.31428571428572,69.42857142857143,1,35,0,35,0,2,33
1964,IRQ,0,25.61111111111111,175.27777777777777,77.58333333333333,0,18,0,18,0,0,18
1964,ISL,0,24.166666666666668,178.83333333333334,69.0,0,6,0,3,3,1,5
1964,ISR,0,25.23076923076923,171.30769230769232,70.92307692307692,0,13,0,10,3,3,10
1964,ITA,0,25.169184290030213,174.35045317220545,71.92598187311178,133,331,48,217,66,32,299
1964,JAM,0,23.838709677419356,175.67741935483872,68.2258064516129,0,31,0,31,0,9,22
1964,JPN,456,24.162616822429907,167.4,63.34766355140187,163,535,105,319,111,117,418
1964,KEN,0,25.70967741935484,172.6451612903226,65.48387096774194,0,31,0,15,16,0,31
1964,KOR,0,23.367768595041323,168.21487603305786,62.85537190082645,5,242,87,121,34,46,196
1964,LBR,0,20.0,168.0,58.0,0,2,0,2,0,0,2
1964,LIB,0,28.636363636363637,173.9090909090909,68.27272727272727,0,11,0,11,0,0,11
1964,LIE,0,18.846153846153847,175.3846153846154,70.38461538461539,0,13,0,13,0,0,13
1964,LUX,0,27.51851851851852,168.92592592592592,65.77777777777777,0,27,14,12,1,2,25
1964,MAD,0,23.75,173.75,60.0,0,4,0,4,0,0,4
1964,MAR,0,23.8,176.8,78.6,0,5,0,3,2,0,5
1964,MAS,0,23.37878787878788,168.42424242424244,64.33333333333333,0,66,0,45,21,6,60
1964,MEX,0,25.890625,173.65625,68.46875,1,128,0,84,44,6,122
1964,MGL,0,21.53061224489796,166.3673469387755,63.59183673469388,0,49,17,32,0,13,36
1964,MLI,0,23.0,180.0,75.0,0,2,0,2,0,0,2
1964,MON,0,24.0,164.0,78.0,0,1,0,1,0,0,1
1964,MYA,0,26.0,167.66666666666666,61.666666666666664,0,12,0,10,2,0,12
1964,NED,0,23.359756097560975,179.7987804878049,75.01219512195122,62,164,12,75,77,32,132
1964,NEP,0,18.0,157.5,55.5,0,2,0,2,0,0,2
1964,NGR,0,24.333333333333332,174.94444444444446,66.16666666666667,1,18,0,18,0,2,16
1964,NOR,0,24.986301369863014,179.27397260273972,73.78082191780823,13,73,14,53,6,4,69
1964,NZL,0,25.46590909090909,176.27272727272728,72.75,18,88,15,57,16,23,65
1964,PAK,0,26.522727272727273,173.61363636363637,71.22727272727273,32,44,0,28,16,0,44
1964,PAN,0,23.266666666666666,163.46666666666667,59.53333333333333,0,15,0,15,0,9,6
1964,PER,0,26.125,179.7,77.9,0,40,0,15,25,1,39
1964,PHI,0,25.71014492753623,166.81159420289856,60.27536231884058,2,69,11,56,2,14,55
1964,POL,0,25.70278637770898,171.38080495356039,68.71981424148606,89,323,94,200,29,86,237
1964,POR,0,28.5,167.77272727272728,69.81818181818181,0,22,5,14,3,5,17
1964,PRK,0,21.470588235294116,164.64705882352942,63.529411764705884,2,17,0,17,0,9,8
1964,PUR,0,22.866666666666667,177.6888888888889,71.77777777777777,0,45,0,17,28,8,37
1964,ROU,0,25.480916030534353,171.74427480916032,68.96564885496183,26,262,105,105,52,64,198
1964,SEN,0,23.785714285714285,178.71428571428572,70.14285714285714,0,14,0,14,0,0,14
1964,SRI,0,26.0,170.28571428571428,57.857142857142854,0,7,0,7,0,0,7
1964,SUI,0,26.663636363636364,174.05,71.00454545454545,11,220,48,140,32,18,202
1964,SWE,0,25.892193308550187,174.08550185873605,68.29368029739777,93,269,57,164,48,77,192
1964,TAN,0,23.25,174.5,61.5,0,4,0,4,0,0,4
1964,TCH,0,24.64830508474576,173.14406779661016,71.58898305084746,123,236,95,102,39,43,193
1964,THA,0,24.8,167.84615384615384,62.46153846153846,0,65,0,62,3,9,56
1964,TPE,0,24.28125,164.55208333333334,59.875,0,96,53,43,0,10,86
1964,TTO,0,25.0,177.33333333333334,76.88888888888889,7,18,0,18,0,0,18
1964,TUN,0,25.2,172.8,63.7,3,10,0,10,0,0,10
1964,TUR,0,28.37037037037037,175.11111111111111,76.18518518518519,13,27,0,27,0,0,27
1964,UGA,0,23.210526315789473,175.10526315789474,70.26315789473684,0,19,0,19,0,3,16
1964,URS,0,25.952468007312614,174.0,72.26599634369288,544,547,107,360,80,141,406
1964,URU,0,25.333333333333332,179.83333333333334,80.5,1,24,0,12,12,0,24
1964,USA,0,23.65589660743134,176.66558966074314,72.12924071082391,504,619,108,384,127,167,452
1964,VEN,0,29.91304347826087,175.95652173913044,73.8695652173913,0,23,0,19,4,2,21
1964,VNM,0,27.571428571428573,165.95238095238096,58.95238095238095,0,21,0,18,3,0,21
1964,YUG,0,24.46896551724138,176.72413793103448,74.95862068965518,32,145,48,44,53,7,138
1964,ZAM,0,21.666666666666668,175.73333333333332,68.0,0,15,0,11,4,1,14
1964,ZIM,0,25.303030303030305,174.45454545454547,70.39393939393939,0,33,0,15,18,6,27
1968,AFG,0,23.2,170.2,70.0,0,5,0,5,0,0,5
1968,AHO,0,31.0,173.2,67.8,0,5,0,5,0,2,3
1968,ALG,0,25.77777777777778,169.77777777777777,61.22222222222222,0,9,7,2,0,0,9
1968,ARG,0,25.62937062937063,175.23076923076923,72.67132867132867,2,143,0,105,38,15,128
1968,AUS,0,23.091304347826085,175.15652173913043,69.94782608695652,101,230,12,133,85,61,169
1968,AUT,0,25.596385542168676,175.9277108433735,73.90963855421687,39,166,0,135,31,30,136
1968,BAH,0,27.545454545454547,179.77272727272728,78.4090909090909,0,22,0,22,0,0,22
1968,BAR,0,24.153846153846153,172.76923076923077,70.92307692307692,0,13,0,11,2,0,13
1968,BEL,0,23.471153846153847,176.75,71.65384615384616,4,104,22,56,26,16,88
1968,BER,0,29.166666666666668,180.66666666666666,74.16666666666667,0,6,0,6,0,0,6
1968,BIZ,0,29.142857142857142,171.14285714285714,65.0,0,7,0,7,0,0,7
1968,BOL,0,39.0,173.5,74.25,0,4,0,4,0,0,4
1968,BRA,0,24.93258426966292,180.01123595505618,76.19101123595506,5,89,12,30,47,4,85
1968,BUL,0,24.502463054187192,172.9408866995074,68.78817733990148,53,203,90,76,37,49,154
1968,CAN,0,23.786632390745503,174.40874035989717,69.79434447300771,46,389,62,249,78,105,284
1968,CHA,0,24.5,180.25,68.0,0,4,0,4,0,0,4
1968,CHI,0,24.5,172.875,69.96875,0,32,0,32,0,4,28
1968,CIV,0,26.77777777777778,178.55555555555554,75.11111111111111,0,9,0,9,0,0,9
1968,CMR,0,24.8,169.8,66.4,2,5,0,5,0,0,5
1968,COD,0,21.625,171.0,68.25,0,8,0,8,0,0,8
1968,COL,0,19.483870967741936,169.93548387096774,65.91935483870968,0,62,0,20,42,14,48
1968,CRC,0,27.74074074074074,170.92592592592592,69.37037037037037,0,27,0,26,1,3,24
1968,CUB,0,21.519823788546255,168.97356828193833,66.51541850220265,20,227,84,111,32,50,177
1968,DEN,0,26.272727272727273,176.54545454545453,71.0909090909091,38,99,19,72,8,12,87
1968,DOM,0,26.125,167.83333333333334,68.83333333333333,0,24,0,24,0,0,24
1968,ECU,0,21.73170731707317,170.53658536585365,66.58536585365853,0,41,21,13,7,2,39
1968,EGY,0,23.545454545454547,175.9090909090909,74.5,0,22,0,11,11,0,22
1968,ESA,0,21.511627906976745,170.13953488372093,61.627906976744185,0,86,0,38,48,26,60
1968,ESP,0,23.299319727891156,175.9047619047619,72.0952380952381,0,147,0,59,88,3,144
1968,ETH,0,26.653846153846153,173.57692307692307,60.07692307692308,6,26,0,26,0,0,26
1968,FIN,0,24.990950226244344,173.5339366515837,69.9366515837104,22,221,48,149,24,35,186
1968,FRA,108,24.074162679425836,173.1315789473684,68.58373205741627,92,418,57,259,102,108,310
1968,FRG,0,24.885764499121265,176.33919156414763,72.28207381370827,137,569,84,363,122,135,434
1968,GBR,0,24.642487046632123,175.5880829015544,70.28756476683938,47,386,24,271,91,108,278
1968,GDR,0,24.566985645933013,174.62918660287082,69.72009569377991,124,418,96,230,92,100,318
1968,GHA,0,25.97222222222222,173.72222222222223,67.52777777777777,0,36,0,20,16,2,34
1968,GRE,0,25.833333333333332,176.28571428571428,75.57142857142857,1,42,0,35,7,0,42
1968,GUA,0,25.46153846153846,170.09230769230768,64.49230769230769,0,65,0,36,29,4,61
1968,GUI,0,23.0,175.0,75.0,0,1,0,0,1,0,1
1968,GUY,0,22.833333333333332,174.16666666666666,67.5,0,6,0,6,0,0,6
1968,HKG,0,25.48,173.92,73.28,0,25,0,9,16,0,25
1968,HON,0,20.166666666666668,170.33333333333334,63.833333333333336,0,6,0,6,0,0,6
1968,HUN,0,24.333333333333332,173.7530864197531,69.43981481481481,197,324,84,172,68,86,238
1968,INA,0,33.5,167.5,69.16666666666667,0,6,0,6,0,0,6
1968,IND,0,26.25925925925926,172.33333333333334,70.25925925925925,16,27,0,11,16,0,27
1968,IRI,0,26.526315789473685,173.26315789473685,73.47368421052632,12,19,0,19,0,0,19
1968,IRL,0,25.125,174.83928571428572,68.07142857142857,0,56,0,47,9,11,45
1968,IRQ,0,26.0,166.25,61.0,0,4,0,4,0,0,4
1968,ISL,0,24.652173913043477,178.69565217391303,71.82608695652173,0,23,0,11,12,6,17
1968,ISR,0,23.487179487179485,173.0,69.56410256410257,0,39,0,8,31,7,32
1968,ISV,0,37.0,188.0,102.0,0,1,0,1,0,0,1
1968,ITA,0,25.69942196531792,173.8063583815029,69.8728323699422,87,346,63,226,57,49,297
1968,JAM,0,23.58823529411765,175.1764705882353,68.91176470588235,2,34,0,33,1,11,23
1968,JPN,0,23.53125,167.52083333333334,63.513020833333336,136,384,104,176,104,84,300
1968,KEN,0,24.52173913043478,173.43478260869566,65.19565217391305,24,46,0,32,14,3,43
1968,KOR,0,23.19736842105263,170.17105263157896,65.0657894736842,3,76,17,46,13,17,59
1968,LIB,0,25.41176470588235,173.2941176470588,72.82352941176471,0,17,0,15,2,0,17
1968,LIE,0,20.55,174.7,68.9,0,20,0,20,0,3,17
1968,LUX,0,28.0,170.14285714285714,63.42857142857143,0,7,0,5,2,3,4
1968,MAD,0,25.333333333333332,180.16666666666666,69.33333333333333,0,6,0,6,0,0,6
1968,MAR,0,24.125,178.3125,69.875,0,16,0,9,7,0,16
1968,MAS,0,24.571428571428573,172.6,64.2,0,35,0,18,17,0,35
1968,MEX,442,22.509049773755656,170.75339366515837,64.99773755656109,21,442,107,207,128,101,341
1968,MGL,0,23.395833333333332,163.9375,61.854166666666664,5,48,22,26,0,16,32
1968,MLI,0,26.0,182.0,87.5,0,2,0,2,0,0,2
1968,MLT,0,33.0,169.0,72.0,0,1,0,1,0,0,1
1968,MON,0,29.5,176.5,69.5,0,2,0,2,0,0,2
1968,MYA,0,26.5,167.75,54.5,0,4,0,4,0,0,4
1968,NCA,0,22.6875,169.5625,65.1875,0,16,0,16,0,0,16
1968,NED,0,23.620481927710845,178.18072289156626,73.92168674698796,60,166,0,104,62,55,111
1968,NGR,0,24.02173913043478,169.84782608695653,64.26086956521739,0,46,0,30,16,9,37
1968,NOR,0,23.785714285714285,175.00595238095238,69.98214285714286,80,168,36,114,18,58,110
1968,NZL,0,23.675,177.625,76.3875,22,80,0,54,26,18,62
1968,PAK,0,25.466666666666665,169.26666666666668,70.0,52,15,0,2,13,0,15
1968,PAN,0,25.8125,181.8125,75.625,0,16,0,4,12,0,16
1968,PER,0,24.060606060606062,171.54545454545453,67.66666666666667,0,33,9,16,8,16,17
1968,PHI,0,24.34090909090909,173.0681818181818,64.72727272727273,0,88,9,34,45,10,78
1968,POL,0,24.68103448275862,173.32758620689654,69.12787356321839,54,348,108,217,23,92,256
1968,POR,0,26.03030303030303,168.24242424242425,66.93939393939394,0,33,12,21,0,5,28
1968,PUR,0,22.8989898989899,175.45454545454547,70.0,0,99,0,41,58,18,81
1968,ROU,0,25.285714285714285,174.63571428571427,72.45714285714286,49,140,0,111,29,22,118
1968,SEN,0,26.058823529411764,183.23529411764707,71.88235294117646,0,17,0,11,6,0,17
1968,SGP,0,26.666666666666668,164.83333333333334,55.666666666666664,0,6,0,6,0,0,6
1968,SLE,0,27.25,176.5,72.5,0,4,0,4,0,0,4
1968,SMR,0,28.5,168.5,69.25,0,4,0,4,0,0,4
1968,SRI,0,31.0,171.0,61.0,0,3,0,3,0,0,3
1968,SUD,0,32.0,180.0,56.0,0,1,0,1,0,0,1
1968,SUI,0,25.852534562211982,174.82027649769586,71.58064516129032,27,217,48,145,24,21,196
1968,SUR,0,20.0,177.0,65.0,0,1,0,1,0,0,1
1968,SWE,0,24.895973154362416,177.39261744966444,71.51342281879195,57,298,36,192,70,59,239
1968,TAN,0,21.0,175.0,67.66666666666667,0,3,0,3,0,0,3
